,date,ip,app_name,app_ver,isp,country,connection_type,default_language,counts,churn
9071,2022-09-18,138.59.93.183,Kids TV [Português],5.8.82,Geeknet Provedor De Internet Ltda Me,BR,Cable/DSL,English,1,Yes
9072,2022-09-18,176.29.93.189,Kids TV,5.8.82,Zain Jordan,JO,Cable/DSL,English,1,Yes
9073,2022-09-18,47.25.154.50,Top Rated Movies,5.8.82,Spectrum,US,Cable/DSL,English,1,Yes
9074,2022-09-18,201.87.35.87,Kids TV [Português],5.8.82,Vivo,BR,Cable/DSL,English,1,Yes
9075,2022-09-18,177.33.255.14,Marvel Comic Universe,5.8.4,Claro NET,BR,Cable/DSL,English,1,Yes
9076,2022-09-18,186.189.71.111,Marvel Comic Universe,5.8.4,Spectrum,CL,Spectrum,English,1,Yes
9077,2022-08-05,38.25.216.254,ADULTish,V_s5.1.9b,Airtek Solutions C.A.,VE,Cable/DSL,English,1,Yes
9078,2022-08-05,65.128.131.45,ADULTish,5.8.4,CenturyLink,US,Cable/DSL,English,1,Yes
9079,2022-08-05,172.15.67.30,Baby Hazel Nursery Rhymes,5.8.4,AT&T U-verse,US,Cable/DSL,English,1,Yes
9080,2022-08-05,190.114.37.74,Classic Cartoons,5.8.4,Mundo Chile,CL,Cable/DSL,English,1,Yes
9081,2022-08-05,79.56.230.61,Classic Cartoons,5.8.4,Telecom Italia,IT,Cable/DSL,English,1,Yes
9082,2022-08-05,41.13.18.85,Classic Reruns TV,5.1.8,Vodacom,ZA,Cellular,English,1,Yes
9083,2022-08-18,188.163.75.103,Aquarium TV,5.2.0,Kyivstar,UA,Cable/DSL,русский,1,Yes
9084,2022-08-18,47.53.187.58,Aquarium TV,5.8.4,Vodafone Italia DSL,IT,Cable/DSL,English,1,Yes
9085,2022-10-20,178.158.206.44,Bob the train,5.1.8,Maximum Net,UA,Cable/DSL,русский,1,Yes
9086,2022-10-20,24.137.114.9,ADULTish,V_s5.2.0d,EastLink,CA,Cable/DSL,English,1,Yes
9087,2022-10-20,189.198.250.162,ADULTish,V_s5.2.0d,Megacable,MX,Cable/DSL,English,1,Yes
9088,2022-10-20,70.189.218.58,Aquarium TV,V_s5.2.0d,Cox Communications,US,Cable/DSL,English,1,Yes
9089,2022-10-20,2001:4c4e:1302:5200:11c4:e57e:5866:abd,Auto All Stars,5.2.1,Magyar Telekom,HU,Cable/DSL,magyar,1,Yes
9090,2022-10-20,223.24.160.147,Bob the train,5.2.1,True Mobile,TH,Cellular,ไทย,1,Yes
9091,2022-10-20,2003:f0:4f14:2be3:194c:dfb8:535c:5c6e,Bob the train,5.2.1,Deutsche Telekom AG,DE,Cable/DSL,Deutsch,1,Yes
9092,2022-10-20,173.191.104.68,Classic Reruns TV,5.2.1,Windstream Communications,US,Cable/DSL,English,1,Yes
9093,2022-10-20,1.22.92.239,Baby Hazel Nursery Rhymes,5.8.82,Tikona Infinet,IN,Cable/DSL,English,1,Yes
9094,2022-10-20,42.112.92.254,Baby Hazel Nursery Rhymes,5.8.83,FPT Telecom,VN,Cable/DSL,English,1,Yes
9095,2022-10-20,1.157.5.57,Ento live Network,5.8.83,Telstra Internet,AU,Cable/DSL,English,1,Yes
9096,2022-10-07,85.155.68.205,Relaxing Nature,5.2.1,Vodafone Ono,ES,Cable/DSL,español,1,Yes
9097,2022-10-07,60.225.212.124,Scare TV,5.8.82,Telstra Internet,AU,Cable/DSL,English,1,Yes
9098,2022-10-07,27.34.108.206,The Kids Channel,5.8.82,WorldLink Communications Pvt,NP,Cable/DSL,English,1,Yes
9099,2022-10-07,31.215.133.175,The Kids Channel,5.8.82,Etisalat,AE,Cable/DSL,English,1,Yes
9100,2022-10-07,41.1.67.131,Real Music TV,5.8.83,Vodacom,ZA,Cable/DSL,English,1,Yes
9101,2022-10-07,96.255.54.170,Marvel Comic Universe,5.8.83,Verizon Fios,US,Cable/DSL,English,1,Yes
9102,2022-10-07,178.72.70.30,The Kids Channel,5.8.82,MTS PJSC,RU,Cable/DSL,English,2,No
9103,2022-10-07,169.197.72.101,POPSTAR!,5.8.82,RadioWire.net,US,Cable/DSL,English,1,Yes
9104,2022-08-30,2601:19e:4180:e500:fc9b:d8d0:c69b:3316,Dog on TV,5.2.0,Comcast Cable,US,Cable/DSL,English,1,Yes
9105,2022-08-30,71.74.4.147,Aquarium TV,5.8.7,Spectrum,US,Cable/DSL,English,1,Yes
9106,2022-08-30,196.74.154.51,24 FLIX,5.8.7,Maroc Telecom,MA,Cable/DSL,English,1,Yes
9107,2022-08-30,156.216.170.26,Bob the train,5.8.7,Telecom Egypt,EG,Cable/DSL,English,1,Yes
9108,2022-09-14,46.39.65.243,Bob the train,5.1.8,Satellite Ltd,UA,Cable/DSL,русский,3,No
9109,2022-09-14,192.141.73.26,Bob the train,5.1.8,Caxias Online,BR,Cable/DSL,português,1,Yes
9110,2022-09-14,2409:4064:38a:be19:6c55:b4bd:f18f:6b9b,Bob the train,5.1.8,Jio,IN,Cellular,English,1,Yes
9111,2022-09-14,98.169.72.141,Coffee Jazz,Vc5.1.3_s5.2.0,Cox Communications,US,Cable/DSL,English,1,Yes
9112,2022-09-14,72.168.176.32,Coffee Jazz,Vc5.1.3_s5.2.0,Hughes Network Systems,US,Cable/DSL,English,1,Yes
9113,2022-09-14,200.75.134.38,ADULTish,V_s5.2.0,"Net Uno, C.A.",VE,Cable/DSL,English,1,Yes
9114,2022-09-14,201.157.229.20,ADULTish,V_s5.2.0,Tascom Telecomunicacoes Ltda,BR,Cable/DSL,English,1,Yes
9115,2022-09-14,201.167.17.63,ADULTish,V_s5.2.0,Cablevision S.A. de C.V.,MX,Cable/DSL,English,1,Yes
9116,2022-09-14,42.190.147.166,Classic Cartoons,5.8.4,TM Net,MY,Cable/DSL,English,1,Yes
9117,2022-09-14,95.54.120.122,8K Landscapes,5.2.0,Rostelecom,RU,Cable/DSL,русский,1,Yes
9118,2022-09-14,176.165.175.168,Aquarium TV,5.2.1,Bouygues Telecom,FR,Cable/DSL,français,1,Yes
9119,2022-09-14,83.10.204.202,8K Landscapes,5.2.1,Orange Polska,PL,Cable/DSL,polski,1,Yes
9120,2022-09-14,2001:1c01:2bc0:b400:25d0:caf6:8739:dd01,Aquarium TV,5.2.1,Ziggo,NL,Cable/DSL,Nederlands,1,Yes
9121,2022-09-14,73.141.138.193,Aquarium TV,5.8.82,Comcast Cable,US,Cable/DSL,English,1,Yes
9122,2022-09-14,113.168.149.189,Bob the train,5.8.82,VNPT,VN,Cable/DSL,English,1,Yes
9123,2022-09-25,187.19.203.39,Bob the train,5.1.8,Brisanet Servicos De Telecomunicacoes Ltda,BR,Cable/DSL,Afrikaans,1,Yes
9124,2022-09-25,152.166.153.52,Bob the train,5.1.8,Altice Dominicana S.A.,DO,Cellular,español,1,Yes
9125,2022-09-25,172.249.236.4,Coffee Jazz,Vc5.1.3_s5.2.0b,Spectrum,US,Cable/DSL,English,1,Yes
9126,2022-09-25,47.232.154.49,Fashion TV,V_s5.2.0b,Spectrum,US,Cable/DSL,English,1,Yes
9127,2022-09-25,23.230.46.171,24 FLIX,5.2.1,EGIHosting,CA,Corporate,English,1,Yes
9128,2022-09-25,208.101.81.47,24 FLIX,1.2.63,Telebec,CA,Cable/DSL,English,1,Yes
9129,2022-10-07,2409:4064:4c85:a1f7:d5b8:6dbb:896b:cd88,8K Landscapes,5.2.1,Jio,IN,Cellular,English,1,Yes
9130,2022-10-07,81.109.10.183,Airport TV,5.2.1,Virgin Media,GB,Cable/DSL,English,1,Yes
9131,2022-10-07,2804:d45:c263:b800:3c78:ac20:43d5:b0d0,Channel Fight Masterclass,5.2.0,Oi Internet,BR,Cable/DSL,español,1,Yes
9132,2022-10-07,76.223.235.156,Classic Cartoons,5.8.82,AT&T U-verse,US,Cable/DSL,English,1,Yes
9133,2022-10-07,187.189.92.137,Coffee Jazz,5.8.82,Totalplay,MX,Cable/DSL,English,1,Yes
9134,2022-10-07,46.196.141.28,Aquarium TV,5.8.83,Turksat,TR,Cable/DSL,English,1,Yes
9135,2022-10-07,191.242.233.239,Classic Cartoons,5.8.82,J E Provedor de Rede de Comunicacao Ltda,BR,Cable/DSL,English,1,Yes
9136,2022-10-07,177.75.3.159,Classic Cartoons,5.8.82,Networld Provedor e Servicos de Internet Ltda,BR,Cable/DSL,English,1,Yes
9137,2022-10-07,85.104.198.178,Cool School,5.8.82,Turk Telekom,TR,Cable/DSL,English,1,Yes
9215,2022-08-09,2a01:e0a:133:75c0:298b:ea39:385f:6f33,Bob the train,5.1.8,Free SAS,FR,Cable/DSL,français,1,Yes
9216,2022-08-09,103.85.11.60,Bob the train,5.1.8,GTPL Broadband,IN,Cable/DSL,English,1,Yes
9217,2022-08-09,49.149.141.153,Bob the train,5.1.8,Philippine Long Distance Telephone,PH,Cable/DSL,English,1,Yes
9218,2022-08-09,2001:e68:5431:30c:68bc:2b07:e80c:d832,Bob the train,5.1.8,TM Net,MY,Cable/DSL,English,1,Yes
9219,2022-08-09,92.207.164.98,ADULTish,V_s5.1.9b,Gamma Telecom,GB,Corporate,English,1,Yes
9220,2022-08-09,177.240.147.201,Fashion TV,V_s5.1.9b,Megacable,MX,Cable/DSL,English,1,Yes
9221,2022-08-09,189.169.111.176,ADULTish,V_s5.1.9b,Telmex,MX,Cable/DSL,English,1,Yes
9222,2022-08-09,166.62.202.188,Coffee Jazz,Vc5.1.3_s5.1.9b,Videotron Ltee,CA,Cable/DSL,English,1,Yes
9223,2022-08-09,98.156.210.123,Aquarium TV,5.2.0,Spectrum,US,Cable/DSL,English,1,Yes
9224,2022-08-09,1.158.11.221,Aquarium TV,5.8.4,Telstra Internet,AU,Cable/DSL,English,1,Yes
9225,2022-08-09,173.92.227.82,Classic Cartoons,5.8.4,Spectrum,US,Cable/DSL,English,1,Yes
9226,2022-08-09,113.181.103.27,Baby Hazel Nursery Rhymes,5.8.4,VNPT,VN,Cable/DSL,English,1,Yes
9227,2022-08-09,104.166.223.212,Classic Cartoons,5.8.4,Mediacom Cable,US,Cable/DSL,English,1,Yes
9228,2022-08-09,181.64.57.43,Classic Cartoons,5.8.4,Telefonica del Peru,PE,Cable/DSL,English,1,Yes
9229,2022-09-13,168.196.203.29,ADULTish,V_s5.2.0,WOM Chile,CL,Cellular,English,1,Yes
9230,2022-09-13,73.135.187.197,Aquarium TV,V_s5.2.0,Comcast Cable,US,Cable/DSL,English,1,Yes
9231,2022-09-13,189.123.96.123,ADULTish,V_s5.2.0,Claro NET,BR,Cable/DSL,English,1,Yes
9232,2022-09-13,189.121.200.144,ADULTish,V_s5.2.0,Claro NET,BR,Cable/DSL,English,1,Yes
9233,2022-09-13,177.185.65.196,ADULTish,V_s5.2.0,Janaja Servicos Ltda,BR,Cable/DSL,English,1,Yes
9234,2022-09-13,45.165.165.21,ADULTish,V_s5.2.0,Fiber Family,BR,Cable/DSL,English,1,Yes
9235,2022-09-13,91.214.85.40,8K Landscapes,5.2.1,Skoruk Andriy Oleksandrovych,UA,Cable/DSL,русский,1,Yes
9236,2022-09-13,66.249.80.212,Aquarium TV,5.2.1,Google Proxy,US,Corporate,English,1,Yes
9237,2022-09-13,156.210.99.62,Classic Cartoons,5.8.82,Telecom Egypt,EG,Cable/DSL,English,1,Yes
9238,2022-09-13,65.41.181.156,Aquarium TV,5.8.82,CenturyLink,US,Cable/DSL,English,1,Yes
9239,2022-09-13,143.255.83.189,Classic Cartoons,5.8.4,National Telecom SCM Ltda,BR,Cable/DSL,English,1,Yes
9240,2022-08-07,186.105.145.24,Classic Cartoons,5.8.4,Movistar Fibra,CL,Cable/DSL,English,1,Yes
9241,2022-08-07,189.173.16.231,ADULTish,V_s5.1.9b,Telmex,MX,Cable/DSL,English,1,Yes
9242,2022-08-07,192.180.107.167,Aquarium TV,V_s5.1.9b,Spectrum,US,Cable/DSL,English,1,Yes
9243,2022-08-07,142.165.58.85,24 FLIX,Vc5.1.3_s5.1.9b,SaskTel,CA,Cable/DSL,English,1,Yes
9244,2022-08-07,189.217.17.133,ADULTish,V_s5.1.9b,izzi,MX,Cable/DSL,English,1,Yes
9245,2022-08-07,177.25.246.49,ADULTish,V_s5.1.9b,Vivo,BR,Cellular,English,1,Yes
9246,2022-08-07,138.118.171.165,ADULTish,V_s5.1.9b,Direct Wifi Telecom Ltda. Me,BR,Cable/DSL,English,1,Yes
9247,2022-08-07,177.11.168.182,8K Landscapes,5.2.0,Sglinknet Telecomunicacoes Ltda-ME,BR,Cable/DSL,português,1,Yes
9248,2022-08-07,59.11.244.194,Coffee Jazz,5.8.4,Korea Telecom,KR,Cable/DSL,English,1,Yes
9249,2022-08-07,47.201.98.194,Channel Fight Masterclass,5.8.4,Frontier Communications,US,Cable/DSL,English,1,Yes
9250,2022-08-07,204.137.161.195,Boxing Central with Al Bernstein,5.8.4,Octel Telecom & Tech S.l,ES,Cable/DSL,English,1,Yes
9251,2022-08-07,179.96.206.218,Classic Cartoons,5.8.4,TechInfo Telecomunicacoes Ltda,BR,Cable/DSL,English,1,Yes
9252,2022-08-19,45.70.175.199,Bob the train,5.1.8,J.A.B. Net Provedor de Servicos de Internet Eireli,BR,Cable/DSL,português,1,Yes
9253,2022-08-19,177.183.214.116,ADULTish,V_s5.1.9b,Claro NET,BR,Cable/DSL,English,1,Yes
9254,2022-08-19,103.81.113.66,8K Landscapes,5.2.0,Horizon Telecom International Company Limited,MM,Cable/DSL,English,1,Yes
9255,2022-10-08,178.237.232.241,8K Landscapes,5.2.1,Yoigo,ES,Cable/DSL,español,1,Yes
9256,2022-10-08,61.70.215.63,8K Landscapes,5.2.1,Homeplus,TW,Cable/DSL,中文,1,Yes
9257,2022-10-08,180.243.2.232,Bob the train,5.2.1,PT Telkom Indonesia,ID,Cable/DSL,Indonesia,1,Yes
9258,2022-10-08,62.217.190.251,Bob the train,5.8.82,Lovitel LLC,RU,Cable/DSL,English,1,Yes
9259,2022-10-08,95.94.249.76,24 FLIX,5.8.82,"Nos Comunicacoes, S.A.",PT,Cable/DSL,English,1,Yes
9260,2022-10-08,193.161.216.9,Classic Cartoons,5.8.82,Altibox AS,NO,Cable/DSL,English,1,Yes
9261,2022-10-08,83.233.137.26,Aquarium TV,5.8.83,Bredband2 AB,SE,Cable/DSL,English,1,Yes
9262,2022-10-08,37.228.252.250,Aquarium TV,5.8.83,Virgin Media Ireland,IE,Cable/DSL,English,1,Yes
9263,2022-10-08,73.62.29.2,Classic Cartoons,5.8.83,Comcast Cable,US,Cable/DSL,English,1,Yes
9264,2022-10-08,191.37.21.138,Classic Cartoons,5.8.82,Rapeedo Ltda,BR,Cable/DSL,English,1,Yes
9265,2022-09-26,190.124.1.166,Classic Cartoons,5.8.4,Coop. Telefonica y de obras y serv. publicos de Vi,AR,Cable/DSL,English,1,Yes
9266,2022-09-26,212.43.36.105,Classic Cartoons,5.8.4,Bulsatcom EOOD,BG,Cable/DSL,English,1,Yes
9267,2022-09-26,2600:1700:e561:4d30:898b:a1bb:9aac:c618,Dr SEC TV Network,5.1.6,AT&T U-verse,US,Cable/DSL,English,1,Yes
9268,2022-09-26,80.83.239.118,8K Landscapes,5.1.8,MTS PJSC,RU,Cellular,русский,1,Yes
9269,2022-09-26,176.112.65.246,Bob the train,5.1.8,KovrovTelecom Ltd.,RU,Cable/DSL,русский,10,No
9270,2022-09-26,184.145.30.213,ADULTish,V_s5.2.0b,Bell Canada,CA,Cable/DSL,English,1,Yes
9271,2022-09-26,24.181.193.117,8K Landscapes,V_s5.2.0b,Spectrum,US,Cable/DSL,English,1,Yes
9272,2022-09-26,78.181.44.64,Airport TV,Vc5.1.3_s5.2.0b,Turk Telekom,TR,Cable/DSL,English,1,Yes
9273,2022-09-26,152.86.57.29,Aquarium TV,V_s5.2.0b,Meriwether Lewis Electric Cooperative,US,Cable/DSL,English,1,Yes
9274,2022-09-26,2a00:1370:8180:3570:3898:92c7:6993:591c,8K Landscapes,5.2.1,Moscow City Telephone Network,RU,Cable/DSL,русский,1,Yes
9275,2022-09-26,41.212.24.217,8K Landscapes,5.2.1,Wananchi,KE,Cable/DSL,English,1,Yes
9276,2022-09-26,2600:1700:4890:df0:2935:be16:58c:d543,Aquarium TV,5.2.1,AT&T U-verse,US,Cable/DSL,English,1,Yes
9277,2022-09-26,2401:4900:2304:ea6b:1:1:69a9:7c16,Cool School,5.2.0,Airtel,IN,Cellular,English,1,Yes
9278,2022-09-26,2806:105e:1a:3870:35ff:777d:6079:1df8,Classic Reruns TV,5.2.1,Telmex,MX,Cable/DSL,español,1,Yes
9279,2022-09-26,108.170.186.48,8K Landscapes,5.2.1,Start Communications,CA,Cable/DSL,English,1,Yes
9280,2022-09-26,101.0.32.167,Aquarium TV,5.2.1,Netplus Broadband,IN,Cable/DSL,English,1,Yes
9281,2022-09-26,240d:1a:b01:c100:1d89:b4ae:3435:fa00,Aquarium TV,5.2.1,So-net,JP,Cable/DSL,日本語,1,Yes
9282,2022-09-26,45.228.88.150,8K Landscapes,5.2.1,Rede & Informatica Ltda - Me,BR,Cable/DSL,português,1,Yes
9283,2022-09-26,184.71.207.26,Classic Reruns TV,5.8.82,Shaw Communications,CA,Corporate,English,1,Yes
9284,2022-09-26,95.250.9.117,Aquarium TV,5.8.82,Telecom Italia,IT,Cable/DSL,English,1,Yes
9285,2022-09-26,2600:1008:b01f:24f5:59a:b7e0:9d62:e342,24 FLIX,1.2.63,Verizon Wireless,US,Cellular,English,1,Yes
9286,2022-09-26,141.164.192.175,Cool School,5.8.82,SaudiNet,SA,Cable/DSL,English,1,Yes
9287,2022-09-26,31.185.165.16,Ento live Network,5.8.82,Plusnet,GB,Cable/DSL,English,1,Yes
9288,2022-09-26,76.146.236.248,Aquarium TV,5.8.82,Comcast Cable,US,Cable/DSL,English,1,Yes
9289,2022-09-26,81.170.245.206,Aquarium TV,5.8.82,Bahnhof AB,SE,Cable/DSL,English,1,Yes
9290,2022-09-26,103.218.133.162,Aquarium TV,5.8.82,Rv Broadband Services Pvt,IN,Corporate,English,1,Yes
9291,2022-09-26,171.252.189.75,Bob the train,5.8.82,Viettel Group,VN,Cable/DSL,English,1,Yes
9292,2022-09-26,190.236.26.131,Classic Cartoons,5.8.4,Telefonica del Peru,PE,Cellular,English,1,Yes
9293,2022-09-14,45.238.112.127,Bob the train,5.1.8,Link Barato.com Telecomunicacoes Eireli,BR,Cable/DSL,português,1,Yes
9294,2022-09-14,73.108.138.199,Aquarium TV,V_s5.2.0,Comcast Cable,US,Cable/DSL,English,1,Yes
9295,2022-09-14,192.249.199.70,Culture Forward TV,Vc5.1.3_s5.2.0,Nexicom,CA,Cable/DSL,English,1,Yes
9296,2022-09-14,200.68.165.4,Coffee Jazz,Vc5.1.3_s5.2.0,Telcel,MX,Cellular,English,1,Yes
9297,2022-09-14,99.169.220.237,Coffee Jazz,Vc5.1.3_s5.2.0,AT&T U-verse,US,Cable/DSL,English,1,Yes
9298,2022-09-14,2804:8324:14:b4a0:c4ec:c023:7de8:5b5c,8K Landscapes,5.2.1,Vamos Negocios Digitais Ltda,BR,Cable/DSL,português,1,Yes
9299,2022-09-14,98.240.242.23,Cool School,5.2.0,Comcast Cable,US,Cable/DSL,English,1,Yes
9300,2022-09-14,101.182.175.205,Classic Cartoons,5.8.82,Telstra Internet,AU,Cable/DSL,English,1,Yes
9301,2022-09-14,68.110.28.148,Classic Reruns TV,5.8.82,Cox Communications,US,Cable/DSL,English,1,Yes
9302,2022-09-14,81.226.207.172,Aquarium TV,5.8.82,Telia,SE,Cable/DSL,English,1,Yes
9303,2022-09-14,186.251.55.139,Classic Cartoons,5.8.4,A C Rocha Informatica Ltda,BR,Cable/DSL,English,1,Yes
9564,2022-09-25,2600:1700:2640:2130:11dc:cbdf:e97b:4836,Dr SEC TV Network,5.1.6,AT&T U-verse,US,Cable/DSL,English,1,Yes
9565,2022-09-25,176.112.65.246,Bob the train,5.1.8,KovrovTelecom Ltd.,RU,Cable/DSL,русский,10,No
9566,2022-09-25,65.141.126.234,Coffee Jazz,Vc5.1.3_s5.2.0b,CenturyLink,US,Cable/DSL,English,1,Yes
9567,2022-09-25,12.45.59.100,Dr SEC TV Network,V_s5.2.0b,AT&T Services,US,Corporate,English,1,Yes
9568,2022-09-25,189.217.40.229,ADULTish,V_s5.2.0b,izzi,MX,Cable/DSL,English,1,Yes
9569,2022-09-25,181.209.201.102,ADULTish,V_s5.2.0b,Claro Guatemala Static IP,GT,Cable/DSL,English,1,Yes
9570,2022-09-25,189.205.228.253,ADULTish,V_s5.2.0b,Axtel,MX,Cable/DSL,English,2,No
9571,2022-09-25,70.127.136.80,Coffee Jazz,Vc5.1.3_s5.2.0b,Spectrum,US,Cable/DSL,English,1,Yes
9572,2022-09-25,109.169.212.177,8K Landscapes,5.2.1,Rostelecom,RU,Corporate,русский,1,Yes
9573,2022-09-25,2003:fa:ff20:8dc9:cda9:7739:a9d5:d14b,Aquarium TV,5.2.1,Deutsche Telekom AG,DE,Cable/DSL,Deutsch,1,Yes
9574,2022-09-25,178.120.20.176,8K Landscapes,5.2.1,Beltelecom,BY,Cable/DSL,русский,1,Yes
9575,2022-09-25,2001:e68:540f:8b4c:19e8:cccd:fd0b:777e,Airport TV,5.2.1,TM Net,MY,Cable/DSL,English,1,Yes
9576,2022-09-25,181.115.64.94,24 FLIX,5.8.82,Claro Honduras,HN,Cellular,English,1,Yes
9577,2022-09-25,60.242.128.132,Chimney Swift,5.8.82,TPG Internet,AU,Cable/DSL,English,1,Yes
9578,2022-09-25,73.32.251.217,Cool School,5.8.82,Comcast Cable,US,Cable/DSL,English,1,Yes
9579,2022-09-25,191.95.156.81,Baby Hazel Nursery Rhymes,5.8.82,Tigo Colombia,CO,Cable/DSL,English,1,Yes
9580,2022-09-25,171.99.159.33,Bob the train,5.8.82,True Online,TH,Cable/DSL,English,1,Yes
9581,2022-09-25,185.243.73.136,Aquarium TV,5.8.82,ITELCO - Ischia Telecomunicazioni,IT,Spectrum,English,1,Yes
9582,2022-09-25,45.190.213.42,Classic Cartoons,5.8.4,Activex Telecomunicações,BR,Spectrum,English,1,Yes
9583,2022-09-25,200.225.117.33,Classic Cartoons,5.8.4,Globalradio S.A.,AR,Cable/DSL,English,1,Yes
9584,2022-10-19,45.31.3.213,Tiger - Best Social Videos,V_s5.2.0d,AT&T U-verse,US,Cable/DSL,English,1,Yes
9585,2022-10-19,71.215.37.115,Tiger - Best Social Videos,V_s5.2.0d,CenturyLink,US,Cable/DSL,English,1,Yes
9586,2022-10-19,190.237.20.59,Wawkalak TV,5.8.82,Telefonica del Peru,PE,Cable/DSL,English,1,Yes
9587,2022-10-19,87.19.99.28,YogaFit,5.8.83,Telecom Italia,IT,Cable/DSL,English,1,Yes
9588,2022-09-28,95.186.56.67,Bob the train,5.1.8,SaudiNet,SA,Cable/DSL,العربية,1,Yes
9589,2022-09-28,142.247.164.218,Bob the train,5.1.8,SaudiNet,SA,Cable/DSL,العربية,2,No
9590,2022-09-28,159.0.53.61,Bob the train,5.1.8,SaudiNet,SA,Cable/DSL,العربية,1,Yes
9591,2022-09-28,190.53.249.125,Bob the train,5.1.8,Millicom Cable Honduras S.A. de C.V.,HN,Cable/DSL,español,1,Yes
9592,2022-09-28,189.219.67.198,ADULTish,V_s5.2.0b,izzi,MX,Cable/DSL,English,1,Yes
9593,2022-09-28,204.210.247.18,Fashion TV,V_s5.2.0b,Spectrum,US,Cable/DSL,English,1,Yes
9594,2022-09-28,190.203.177.199,ADULTish,V_s5.2.0b,Cantv,VE,Cable/DSL,English,1,Yes
9595,2022-09-28,177.23.191.109,ADULTish,V_s5.2.0b,Infobarra Solucoes em Informatica Ltda,BR,Cable/DSL,English,1,Yes
9596,2022-09-28,91.236.80.230,8K Landscapes,5.2.1,Eurocable Ltd,RU,Cable/DSL,русский,1,Yes
9597,2022-09-28,197.237.223.231,Cool School,5.8.82,Wananchi,KE,Cable/DSL,English,1,Yes
9598,2022-09-28,103.78.18.61,Bob the train,5.8.82,Alliance Broadband Services Pvt.,IN,Cable/DSL,English,1,Yes
9599,2022-09-28,135.26.191.200,DOC BOX,5.8.82,Consolidated Communications,US,Cable/DSL,English,1,Yes
9600,2022-09-28,107.139.181.33,Classic Reruns TV,5.8.82,AT&T U-verse,US,Cable/DSL,English,1,Yes
9601,2022-09-28,209.45.76.211,Bob the train,5.8.82,Red Cientifica Peruana,PE,Cable/DSL,English,1,Yes
9602,2022-09-28,2600:1008:b002:ec5e:79d6:c4c:abb0:4380,24 FLIX,1.2.63,Verizon Wireless,US,Cellular,English,1,Yes
9603,2022-09-28,186.232.253.182,Classic Cartoons,5.8.4,Techs Tecnologia Em Hardware E Software,BR,Cable/DSL,English,1,Yes
9604,2022-09-28,24.153.112.178,24 FLIX,1.2.63,Antietam Broadband,US,Cable/DSL,English,1,Yes
9605,2022-09-28,73.205.109.121,Airport TV,Vc5.1.3_s5.2.0b,Comcast Cable,US,Cable/DSL,English,1,Yes
9606,2022-09-28,187.171.246.229,ADULTish,V_s5.2.0b,Telmex,MX,Cable/DSL,English,1,Yes
9607,2022-09-28,24.112.251.142,24 FLIX,Vc5.1.3_s5.2.0b,Armstrong Cable,US,Cable/DSL,English,1,Yes
9608,2022-09-10,27.66.204.44,Bob the train,5.8.7,Viettel Group,VN,Cable/DSL,English,1,Yes
9609,2022-09-10,67.55.173.246,Aquarium TV,V_s5.2.0,Aureon Network Services,US,Cable/DSL,English,1,Yes
9610,2022-09-10,70.130.127.14,Dog on TV,5.2.0,AT&T U-verse,US,Cable/DSL,English,1,Yes
9611,2022-09-10,2600:8807:28a:4600:f1e2:9670:7b58:2846,Dr SEC TV Network,5.1.6,Cox Communications,US,Cable/DSL,English,1,Yes
9612,2022-09-10,2600:8807:e48:1c00:105:4beb:8ea8:60da,Dr SEC TV Network,5.1.6,Cox Communications,US,Cable/DSL,English,1,Yes
9613,2022-09-10,2600:8807:3d06:4400:8d13:6f69:3952:5885,Dr SEC TV Network,5.1.6,Cox Communications,US,Cable/DSL,English,1,Yes
9614,2022-09-10,2001:579:5348:460:98b2:1e0d:2ee9:f260,Dr SEC TV Network,5.1.6,Cox Communications,US,Cable/DSL,English,1,Yes
9615,2022-08-09,24.192.218.210,Free Classic Movies,V_s5.1.9b,WideOpenWest,US,Cable/DSL,English,1,Yes
9616,2022-08-09,35.147.128.136,Free Classic Movies,V_s5.1.9b,Spectrum,US,Cable/DSL,English,1,Yes
9617,2022-08-09,173.28.246.51,Scare TV,5.1.8,Mediacom Cable,US,Cable/DSL,English,1,Yes
9618,2022-10-05,83.245.151.67,Classic Reruns TV,5.8.82,Elisa,FI,Cable/DSL,English,1,Yes
9619,2022-10-05,2600:100a:b114:5ef6:c5d8:c16b:a07d:b1ed,Classic Reruns TV,5.1.8,Verizon Wireless,US,Cellular,English,1,Yes
9620,2022-10-05,200.43.223.78,ADULTish,V_s5.2.0c,Personal,AR,Cable/DSL,English,1,Yes
9621,2022-10-05,200.94.114.126,ADULTish,V_s5.2.0c,"Alestra, S. de R.L. de C.V.",MX,Cable/DSL,English,2,No
9622,2022-10-05,104.175.157.255,Culture Forward TV,Vc5.1.3_s5.2.0c,Spectrum,US,Cable/DSL,English,2,No
9623,2022-10-05,179.8.93.219,Ento live Network,V_s5.2.0c,Movistar Fibra,CL,Cable/DSL,English,1,Yes
9624,2022-10-05,74.221.1.107,Aquarium TV,V_s5.2.0c,Ritter Communications,US,Cable/DSL,English,1,Yes
9625,2022-10-05,45.181.229.66,8K Landscapes,V_s5.2.0c,Wiki Telecomunicacoes Eireli,BR,Cable/DSL,English,1,Yes
9626,2022-10-05,2607:fb90:3fa2:859c:51eb:9efe:31bf:f7d0,Aquarium TV,5.2.1,T-Mobile USA,US,Cellular,English,1,Yes
